n,pmid,id,source,doi_publication,title,authorString,journalTitle,pubYear,journalIssn,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,journalVolume,pageInfo,pmcid,pmcid_,pmcid_pmc,pmcid_uid,doi.y,filename,is_relevant_data,is_relevant_code,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,is_success,true_open_data,doi_open_data,study_type,dataset_type,Notes,FAIR_level,FAIRness,Findability,Accesibility,Interoperability,Reusability,Findability_level,Accesibility_level,Interoperability_level,Reusability_level,FsF_F1_01D,FsF_F1_02D,FsF_F2_01M,FsF_F3_01M,FsF_F4_01M,FsF_A1_01M,FsF_A1_03D,FsF_A1_02M,FsF_I1_01M,FsF_I1_02M,FsF_I3_01M,FsF_R1_01MD,FsF_R1.1_01M,FsF_R1.2_01M,FsF_R1.3_01M,FsF_R1.3_02D
5918,33853594,33853594,MED,10.1186/s12903-021-01558-4,In vitro comparison of cleaning efficacy and force of cylindric interdental brush versus an interdental rubber pick.,"Graetz C, Schoepke K, Rabe J, Schorr S, Geiken A, Christofzik D, Rinder T, Dörfer CE, Sälzer S.",BMC Oral Health,2021,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-16,2021-04-14,1,21,194,PMC8048228,8048228,,8048228,10.1186/s12903-021-01558-4,PMC 8048228.xml,TRUE,TRUE,10.1186/s12903-021-01558-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,33853633,33853633,MED,10.1186/s13005-021-00264-4,Effects of different surgical techniques and displacement distances on the soft tissue profile via orthodontic-orthognathic treatment of class II and class III malocclusions.,"Möhlhenrich SC, Kötter F, Peters F, Kniha K, Chhatwani S, Danesh G, Hölzle F, Modabber A.",Head Face Med,2021,1746-160x,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2021-04-16,2021-04-14,1,17,13,PMC8048257,8048257,,8048257,10.1186/s13005-021-00264-4,PMC 8048257.xml,TRUE,TRUE,10.1186/s13005-021-00264-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,33855656,33855656,MED,10.1007/s00784-021-03941-5,Single flap approach with or without enamel matrix derivative in the treatment of severe supraosseous defects: a retrospective study.,"Simonelli A, Minenna L, Trombelli L, Farina R.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-16,2021-04-14,11,25,6385-6392,PMC8531052,8531052,,8531052,10.1007/s00784-021-03941-5,PMC 8531052.xml,TRUE,TRUE,10.1007/s00784-021-03941-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,33860368,33860368,MED,10.1007/s00784-021-03902-y,Could different direct restoration techniques affect interfacial gap and fracture resistance of endodontically treated anterior teeth?,"Comba A, Baldi A, Saratti CM, Rocca GT, Torres CRG, Pereira GKR, Valandro FL, Scotti N.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2021-04-17,2021-04-15,10,25,5967-5975,PMC8443477,8443477,,8443477,10.1007/s00784-021-03902-y,PMC 8443477.xml,TRUE,TRUE,10.1007/s00784-021-03902-y,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,33860375,33860375,MED,10.1186/s40729-021-00312-3,Clinical performance of narrow-diameter titanium-zirconium implants in immediately loaded fixed full-arch prostheses: a 2-year clinical study.,"Coskunses FM, Tak Ö.",Int J Implant Dent,2021,2198-4034,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-17,2021-04-16,1,7,30,PMC8050379,8050379,,8050379,10.1186/s40729-021-00312-3,PMC 8050379.xml,TRUE,TRUE,10.1186/s40729-021-00312-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,33860695,33860695,MED,10.1177/14653125211006113,Is orthodontic treatment associated with changes in self-esteem during adolescence? A longitudinal study.,"Vulugundam S, Abreu LG, Bernabé E.",J Orthod,2021,1465-3125; 1465-3133; ,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,N,N,N,N,2021-04-17,2021-04-16,4,48,352-359,PMC8652369,8652369,,8652369,10.1177/14653125211006113,PMC 8652369.xml,TRUE,FALSE,10.1177/14653125211006113,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,33861379,33861379,MED,10.1007/s00784-021-03912-w,"A novel fully tapered, self-cutting tissue-level implant: non-inferiority study in minipigs.","El Chaar E, Puisys A, Sabbag I, Bellón B, Georgantza A, Kye W, Pippenger BE.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2021-04-17,2021-04-16,11,25,6127-6137,PMC8531107,8531107,,8531107,10.1007/s00784-021-03912-w,PMC 8531107.xml,TRUE,FALSE,10.1007/s00784-021-03912-w,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925,33863321,33863321,MED,10.1186/s12903-021-01557-5,Comparison between two cell collecting methods for liquid-based brush biopsies: a consecutive and retrospective study.,"Gaida K, Deuerling L, Neumann H, Remmerbach TW.",BMC Oral Health,2021,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-18,2021-04-16,1,21,195,PMC8052744,8052744,,8052744,10.1186/s12903-021-01557-5,PMC 8052744.xml,TRUE,TRUE,10.1186/s12903-021-01557-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,33864148,33864148,MED,10.1007/s00784-021-03937-1,Modelling growth curves of the normal infant's mandible: 3D measurements using computed tomography.,"Schipper JAM, van Lieshout MJS, Böhringer S, Padwa BL, Robben SGF, van Rijn RR, Koudstaal MJ, Lequin MH, Wolvius EB.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2021-04-18,2021-04-16,11,25,6365-6375,PMC8531114,8531114,,8531114,10.1007/s00784-021-03937-1,PMC 8531114.xml,TRUE,TRUE,10.1007/s00784-021-03937-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,33867304,33867304,MED,10.1016/j.oooo.2021.03.010,Painful palatal lesion in a patient with COVID-19.,"Pauli MA, Pereira LM, Monteiro ML, de Camargo AR, Rabelo GD.",Oral Surg Oral Med Oral Pathol Oral Radiol,2021,2212-4403; 2212-4411; ,comment; brief-report; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,Y,N,2021-04-20,2021-03-28,6,131,620-625,PMC8005255,8005255,,8005255,10.1016/j.oooo.2021.03.010,PMC 8005255.xml,TRUE,FALSE,10.1016/j.oooo.2021.03.010,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,33867513,33867513,MED,10.1097/scs.0000000000007690,Influence of Age on Calvarial Critical Size Defect Dimensions: A Radiographic and Histological Study.,"Hudieb M, Haddad A, Bakeer M, Alkhazaaleh A, AlKhader M, Taani D, Kasugai S.",J Craniofac Surg,2021,1049-2275; 1536-3732; ,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2021-04-20,2021-11-01,8,32,2896-2900,PMC8549460,8549460,,8549460,10.1097/SCS.0000000000007690,PMC 8549460.xml,TRUE,TRUE,10.1097/SCS.0000000000007690,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,33870473,33870473,MED,10.1186/s40729-021-00313-2,Multivariate analysis of causal factors influencing accuracy of guided implant surgery for partial edentulism: a retrospective clinical study.,"Matsumura A, Nakano T, Ono S, Kaminaka A, Yatani H, Kabata D.",Int J Implant Dent,2021,2198-4034,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-20,2021-04-19,1,7,28,PMC8053739,8053739,,8053739,10.1186/s40729-021-00313-2,PMC 8053739.xml,TRUE,TRUE,10.1186/s40729-021-00313-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,33870742,33870742,MED,10.1177/00220345211004842,Disease-Induced Changes in Salivary Gland Function and the Composition of Saliva.,"Proctor GB, Shaalan AM.",J Dent Res,2021,0022-0345; 1544-0591; ,"research support, non-u.s. gov't; review-article; review; journal article",Y,Y,N,Y,N,Y,2,Y,Y,N,Y,N,2021-04-20,2021-04-17,11,100,1201-1209,PMC8461045,8461045,,8461045,10.1177/00220345211004842,PMC 8461045.xml,TRUE,FALSE,10.1177/00220345211004842,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,33874916,33874916,MED,10.1186/s12903-021-01559-3,Oral candidal carriage and its association with dental carious lesions in asymptomatic adults: a cross-sectional study from the UAE.,"Al-Amad SH, Rahman B, Khalifa N, Awad MA.",BMC Oral Health,2021,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-21,2021-04-19,1,21,197,PMC8056575,8056575,,8056575,10.1186/s12903-021-01559-3,PMC 8056575.xml,TRUE,FALSE,10.1186/s12903-021-01559-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,33874918,33874918,MED,10.1186/s12903-021-01562-8,"Associations between a history of sexual abuse and dental anxiety, caries experience and oral hygiene status among adolescents in sub-urban South West Nigeria.","Folayan MO, El Tantawi M, Aly NM, Adeniyi AA, Oziegbe E, Arowolo O, Alade M, Mapayi B, Chukwumah NM, Oginni O, Sam-Agudu NA.",BMC Oral Health,2021,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2021-04-21,2021-04-19,1,21,196,PMC8054361,8054361,,8054361,10.1186/s12903-021-01562-8,PMC 8054361.xml,TRUE,TRUE,10.1186/s12903-021-01562-8,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,33874922,33874922,MED,10.1186/s12903-021-01487-2,Enamel interproximal reduction during treatment with clear aligners: digital planning versus OrthoCAD analysis.,"Laganà G, Malara A, Lione R, Danesi C, Meuli S, Cozza P.",BMC Oral Health,2021,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-21,2021-04-19,1,21,199,PMC8056583,8056583,,8056583,10.1186/s12903-021-01487-2,PMC 8056583.xml,TRUE,TRUE,10.1186/s12903-021-01487-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,33874923,33874923,MED,10.1186/s12903-021-01563-7,Alternatives to free flap surgery for maxillofacial reconstruction: focus on the submental island flap and the pectoralis major myocutaneous flap.,"Meier JK, Spoerl S, Spanier G, Wunschel M, Gottsauner MJ, Schuderer J, Reichert TE, Ettl T.",BMC Oral Health,2021,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-21,2021-04-19,1,21,198,PMC8056673,8056673,,8056673,10.1186/s12903-021-01563-7,PMC 8056673.xml,TRUE,TRUE,10.1186/s12903-021-01563-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,33875277,33875277,MED,10.1016/j.identj.2021.03.001,The Influence of Dissonance Induction and Assessment Reactivity in Improving Adherence to COVID-19 Precautionary Measures: A Cluster Randomised Controlled Trial.,"Chandu VC, Lingamaneni KP, Pachava S, Baddam VRR, Marella Y.",Int Dent J,2021,0020-6539; 1875-595x; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-04-21,2021-03-20,NA,NA,NA,PMC7980182,7980182,,7980182,10.1016/j.identj.2021.03.001,PMC 7980182.xml,TRUE,TRUE,10.1016/j.identj.2021.03.001,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,33876317,33876317,MED,10.1007/s00784-021-03947-z,Changes in oral health-related quality of life after treatment of hypersensitive molar incisor hypomineralization-affected molars with a sealing.,"Bekes K, Amend S, Priller J, Zamek C, Stamm T, Krämer N.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2021-04-21,2021-04-20,11,25,6449-6454,PMC8531117,8531117,,8531117,10.1007/s00784-021-03947-z,PMC 8531117.xml,TRUE,FALSE,10.1007/s00784-021-03947-z,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937,33876318,33876318,MED,10.1007/s00784-021-03907-7,A volumetric prediction model for postoperative cyst shrinkage.,"Feher B, Frommlet F, Lettner S, Gruber R, Nemeth LE, Ulm C, Kuchler U.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-04-21,2021-04-20,11,25,6093-6099,PMC8531058,8531058,,8531058,10.1007/s00784-021-03907-7,PMC 8531058.xml,TRUE,TRUE,10.1007/s00784-021-03907-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,33879144,33879144,MED,10.1186/s12903-021-01564-6,Anxiety and facial self-contacts: possible impact on COVID-19 transmission in dental practice.,"Carrillo-Diaz M, Lacomba-Trejo L, Del Valle-González A, Romero-Maroto M, González-Olmo MJ.",BMC Oral Health,2021,1472-6831,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-04-22,2021-04-20,1,21,200,PMC8056369,8056369,,8056369,10.1186/s12903-021-01564-6,PMC 8056369.xml,TRUE,TRUE,10.1186/s12903-021-01564-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,33879162,33879162,MED,10.1186/s12903-021-01565-5,Prognosis of single tooth implants following alveolar ridge preservation with two recombinant human bone morphogenetic protein-2 delivery systems.,"Baek HJ, Kim IH, Yun PY, Kim YK.",BMC Oral Health,2021,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-22,2021-04-20,1,21,201,PMC8059292,8059292,,8059292,10.1186/s12903-021-01565-5,PMC 8059292.xml,TRUE,FALSE,10.1186/s12903-021-01565-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,33879353,33879353,MED,10.1016/j.identj.2021.01.015,"COVID-19 Management in Clinical Dental Care. Part I: Epidemiology, Public Health Implications, and Risk Assessment.","Melo P, Barbosa JM, Jardim L, Carrilho E, Portugal J.",Int Dent J,2021,0020-6539; 1875-595x; ,review-article; review; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2021-04-22,2021-02-10,3,71,251-262,PMC7874946,7874946,,7874946,10.1016/j.identj.2021.01.015,PMC 7874946.xml,TRUE,TRUE,10.1016/j.identj.2021.01.015,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941,33880662,33880662,MED,10.1186/s40729-021-00314-1,Influence of calcium ion-modified implant surfaces in protein adsorption and implant integration.,"Anitua E, Cerqueira A, Romero-Gavilán F, García-Arnáez I, Martinez-Ramos C, Ozturan S, Azkargorta M, Elortza F, Gurruchaga M, Goñi I, Suay J, Tejero R.",Int J Implant Dent,2021,2198-4034,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,1,Y,Y,N,N,N,2021-04-22,2021-04-21,1,7,32,PMC8058122,8058122,,8058122,10.1186/s40729-021-00314-1,PMC 8058122.xml,TRUE,TRUE,10.1186/s40729-021-00314-1,TRUE,supplement,FALSE,raw data is shown in table s1,,TRUE,TRUE,https://static-content.springer.com/esm/art%3A10.1186%2Fs40729-021-00314-1/MediaObjects/40729_2021_314_MOESM1_ESM.docx,In-vivo,In-vivo,"docx, with four other supplements: https://static-content.springer.com/esm/art%3A10.1186%2Fs40729-021-00314-1/MediaObjects/40729_2021_314_MOESM3_ESM.docx, https://static-content.springer.com/esm/art%3A10.1186%2Fs40729-021-00314-1/MediaObjects/40729_2021_314_MOESM4_ESM.docx, https://static-content.springer.com/esm/art%3A10.1186%2Fs40729-021-00314-1/MediaObjects/40729_2021_314_MOESM5_ESM.docx, ",initial,4,1,0,0,0,initial,incomplete,incomplete,incomplete,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5942,33880960,33880960,MED,10.1177/00220345211007448,Dental Services and Health Outcomes in the New York State Medicaid Program.,"Lamster IB, Malloy KP, DiMura PM, Cheng B, Wagner VL, Matson J, Proj A, Xi Y, Abel SN, Alfano MC.",J Dent Res,2021,0022-0345; 1544-0591; ,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-04-22,2021-04-21,9,100,928-934,PMC8293758,8293758,,8293758,10.1177/00220345211007448,PMC 8293758.xml,TRUE,TRUE,10.1177/00220345211007448,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5943,33882127,33882127,MED,10.1093/ejo/cjab005,Efficacy of Miniscrew-Assisted Rapid Palatal Expansion (MARPE) in late adolescents and adults: a systematic review and meta-analysis.,"Kapetanovic A, Theodorou CI, Bergé SJ, Schols JGJH, Xi T.",Eur J Orthod,2021,0141-5387; 1460-2210; ,meta-analysis; research-article; systematic review; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-04-22,2021-06-01,3,43,313-323,PMC8186837,8186837,,8186837,10.1093/ejo/cjab005,PMC 8186837.xml,TRUE,TRUE,10.1093/ejo/cjab005,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5944,33883703,33883703,MED,10.1038/s41415-021-2849-7,COVID-19 testing in a UK dental practice - results of a pilot study.,"Greenwall L, Cebula M, Greenwall Cohen J, Effenberger S.",Br Dent J,2021,0007-0610; 1476-5373; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-04-23,2021-04-21,NA,NA,NA,PMC8058572,8058572,,8058572,10.1038/s41415-021-2849-7,PMC 8058572.xml,TRUE,FALSE,10.1038/s41415-021-2849-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5945,33884503,33884503,MED,10.1007/s00784-021-03936-2,"The adult orthodontic patient over 40 years of age: association between periodontal bone loss, incisor irregularity, and increased orthodontic treatment need.","Meyer-Marcotty P, Klenke D, Knocks L, Santander P, Hrasky V, Quast A.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-23,2021-04-22,11,25,6357-6364,PMC8531047,8531047,,8531047,10.1007/s00784-021-03936-2,PMC 8531047.xml,TRUE,TRUE,10.1007/s00784-021-03936-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946,33885996,33885996,MED,10.1007/s00784-021-03940-6,Abstracts of the 10th Virtual Conseuro 2021 Congress.,NA,Clin Oral Investig,2021,1432-6981; 1436-3771; ,abstract; journal article,Y,Y,N,Y,N,N,0,N,Y,N,N,N,2021-04-23,2021-04-22,NA,NA,4185-4238,PMC8060788,8060788,,8060788,10.1007/s00784-021-03940-6,PMC 8060788.xml,TRUE,TRUE,10.1007/s00784-021-03940-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,33886940,33886940,MED,10.1590/1678-7757-2020-0647,Effect of different low-level intensity laser therapy (LLLT) irradiation protocols on the osseointegration of implants placed in grafted areas.,"Oliveira GJPL, Pinotti FE, Aroni MAT, Marcantonio E, Marcantonio RAC.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-23,2021-04-14,NA,29,e20200647,PMC8054649,8054649,,8054649,10.1590/1678-7757-2020-0647,PMC 8054649.xml,TRUE,TRUE,10.1590/1678-7757-2020-0647,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5948,33886941,33886941,MED,10.1590/1678-7757-2020-0799,Root canal retreatment: a retrospective investigation using regression and data mining methods for the prediction of technical quality and periapical healing.,"Signor B, Blomberg LC, Kopper PMP, Augustin PAN, Rauber MV, Rodrigues GS, Scarparo RK.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,research-article; journal article; observational study,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-04-23,2021-04-19,NA,29,e20200799,PMC8075292,8075292,,8075292,10.1590/1678-7757-2020-0799,PMC 8075292.xml,TRUE,TRUE,10.1590/1678-7757-2020-0799,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,33886942,33886942,MED,10.1590/1678-7757-2020-0859,The effect of reduced glutathione on the toxicity of silver diamine fluoride in rat pulpal cells.,"Kim S, Nassar M, Tamura Y, Hiraishi N, Jamleh A, Nikaido T, Tagami J.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2021-04-23,2021-04-19,NA,29,e20200859,PMC8075293,8075293,,8075293,10.1590/1678-7757-2020-0859,PMC 8075293.xml,TRUE,TRUE,10.1590/1678-7757-2020-0859,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,33886943,33886943,MED,10.1590/1678-7757-2020-0865,A novel acrylic resin palatal device contaminated with Candida albicans biofilm for denture stomatitis induction in Wistar rats.,"Moraes GS, Albach T, Ramos IE, Kopacheski MG, Cachoeira VS, Sugio CYC, Galvão Arrais CA, Neppelenbroek KH, Urban VM.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-04-23,2021-04-19,NA,29,e20200865,PMC8075290,8075290,,8075290,10.1590/1678-7757-2020-0865,PMC 8075290.xml,TRUE,TRUE,10.1590/1678-7757-2020-0865,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951,33886944,33886944,MED,10.1590/1678-7757-2020-0978,Dental and maxillomandibular incidental findings in panoramic radiography among individuals with mucopolysaccharidosis: a cross-sectional study.,"Carneiro NCR, Abreu LG, Milagres RMC, Amaral TMP, Flores-Mir C, Pordeus IA, Borges-Oliveira AC.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-23,2021-04-14,NA,29,e20200978,PMC8054648,8054648,,8054648,10.1590/1678-7757-2020-0978,PMC 8054648.xml,TRUE,TRUE,10.1590/1678-7757-2020-0978,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,33886945,33886945,MED,10.1590/1678-7757-2020-1058,MicroRNAs: emerging players in apical periodontitis.,"Shen Z, Silva RM.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,review-article; review; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,Y,2021-04-23,2021-04-14,NA,29,e20201058,PMC8054647,8054647,,8054647,10.1590/1678-7757-2020-1058,PMC 8054647.xml,TRUE,TRUE,10.1590/1678-7757-2020-1058,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,33886946,33886946,MED,10.1590/1678-7757-2020-0854,Prevalence of hyposalivation and associated factors in survivors of head and neck cancer treated with radiotherapy.,"Schulz RE, Bonzanini LIL, Ortigara GB, Soldera EB, Danesi CC, Antoniazzi RP, Ferrazzo KL.",J Appl Oral Sci,2021,1678-7757; 1678-7765; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-23,2021-04-19,NA,29,e20200854,PMC8075291,8075291,,8075291,10.1590/1678-7757-2020-0854,PMC 8075291.xml,TRUE,TRUE,10.1590/1678-7757-2020-0854,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,33888123,33888123,MED,10.1186/s12903-021-01573-5,Risk factors for tooth loss with a mean follow-up period of 13.9 years in supportive periodontal therapy patients.,"Kato T, Fujiwara N, Ogawa T, Numabe Y.",BMC Oral Health,2021,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-24,2021-04-22,1,21,202,PMC8063418,8063418,,8063418,10.1186/s12903-021-01573-5,PMC 8063418.xml,TRUE,FALSE,10.1186/s12903-021-01573-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955,33888144,33888144,MED,10.1186/s13005-021-00265-3,Effects of estrogen deficiency during puberty on maxillary and mandibular growth and associated gene expression - an µCT study on rats.,"Küchler EC, de Lara RM, Omori MA, Marañón-Vásquez G, Baratto-Filho F, Nelson-Filho P, Stuani MBS, Blanck-Lubarsch M, Schroeder A, Proff P, Kirschneck C.",Head Face Med,2021,1746-160x,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-24,2021-04-22,1,17,14,PMC8061017,8061017,,8061017,10.1186/s13005-021-00265-3,PMC 8061017.xml,TRUE,TRUE,10.1186/s13005-021-00265-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,33892689,33892689,MED,10.1186/s12903-021-01566-4,An analysis of the prevalence of peripheral giant cell granuloma and pyogenic granuloma in relation to a dental implant.,"Román-Quesada N, González-Navarro B, Izquierdo-Gómez K, Jané-Salas E, Marí-Roig A, Estrugo-Devesa A, López-López J.",BMC Oral Health,2021,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2021-04-25,2021-04-23,1,21,204,PMC8067650,8067650,,8067650,10.1186/s12903-021-01566-4,PMC 8067650.xml,TRUE,FALSE,10.1186/s12903-021-01566-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
